School Name,State,School Sector,School Type,ABS Remoteness Area Name,Latitude,Longitude
Burpengary Meadows State School,QLD,Government,Primary,Major Cities,-27.160134,152.938279
Stretton State College,QLD,Government,Combined,Major Cities,-27.638,153.0579
Springfield Lakes State School,QLD,Government,Primary,Major Cities,-27.670697,152.922252
Kawana Waters State College,QLD,Government,Combined,Major Cities,-26.741,153.1264
Roma State College - Senior Campus,QLD,Government,Secondary,Outer Regional,-26.567,148.7793
Kuranda District State College,QLD,Government,Combined,Outer Regional,-16.804251,145.617934
Park Lake State School,QLD,Government,Primary,Major Cities,-27.936648,153.302765
Coomera Springs State School,QLD,Government,Primary,Major Cities,-27.84568628,153.3010235
Bounty Boulevard State School,QLD,Government,Primary,Major Cities,-27.216105,153.007517
Highland Reserve State School,QLD,Government,Primary,Major Cities,-27.892875,153.282805
Ormeau Woods State High School,QLD,Government,Secondary,Major Cities,-27.770737,153.263708
Southern Cross Catholic College,QLD,Catholic,Combined,Major Cities,-27.20442,153.109623
MacKillop Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-21.082052,149.185465
Marist College,QLD,Catholic,Secondary,Outer Regional,-23.544742,148.158542
Good Shepherd Catholic School,QLD,Catholic,Primary,Outer Regional,-19.364162,146.723894
Emmanuel Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-21.110224,149.157169
Holy Spirit College,QLD,Catholic,Secondary,Inner Regional,-21.110728,149.157384
Siena Catholic College,QLD,Catholic,Secondary,Major Cities,-26.716571,153.057605
St Mary MacKillop Primary School,QLD,Catholic,Primary,Major Cities,-27.497392,153.228537
Southern Cross Catholic College,QLD,Catholic,Combined,Outer Regional,-19.315402,146.802273
Columba Catholic College,QLD,Catholic,Secondary,Outer Regional,-20.061246,146.272748
The Centre Education Programme,QLD,Catholic,Secondary,Major Cities,-27.66793,153.110275
Jubilee Primary School,QLD,Catholic,Primary,Major Cities,-27.927773,153.316018
St Andrew's Catholic College Redlynch Valley,QLD,Catholic,Combined,Outer Regional,-16.90472,145.699081
Emmaus College,QLD,Catholic,Combined,Major Cities,-27.834339,153.037683
Siena Catholic Primary School,QLD,Catholic,Primary,Major Cities,-26.716898,153.057894
Good Samaritan College,QLD,Catholic,Secondary,Inner Regional,-27.533181,151.95514
St Mary's School,QLD,Catholic,Primary,Inner Regional,-28.221399,152.031157
Southern Cross Catholic College - Kippa-Ring Campus,QLD,Catholic,Primary,Major Cities,-27.219109,153.068878
Southern Cross Catholic College - Woody Point Campus,QLD,Catholic,Primary,Major Cities,-27.250234,153.098778
Xavier Catholic College,QLD,Catholic,Combined,Inner Regional,-25.286168,152.805176
Mary MacKillop Catholic College,QLD,Catholic,Combined,Inner Regional,-27.451246,151.942849
St Teresa's Catholic College,QLD,Catholic,Secondary,Major Cities,-26.406163,153.032011
St Stephen's School,QLD,Catholic,Primary,Major Cities,-27.617883,153.028974
St Augustine's College,QLD,Catholic,Combined,Major Cities,-27.658092,152.888679
St Oliver Plunkett School,QLD,Catholic,Primary,Major Cities,-27.469833,153.084509
Mt Maria College - Petrie,QLD,Catholic,Secondary,Major Cities,-27.265115,152.977966
Christ the King School,QLD,Catholic,Primary,Major Cities,-27.519662,152.97751
St Edward the Confessor School,QLD,Catholic,Primary,Major Cities,-27.634681,153.147303
Guardian Angels' Primary School,QLD,Catholic,Primary,Major Cities,-27.445834,153.175925
Holy Cross School,QLD,Catholic,Primary,Major Cities,-27.424131,153.040024
Holy Family Primary School,QLD,Catholic,Primary,Major Cities,-27.50013,152.98006
St Mary of the Cross School,QLD,Catholic,Primary,Major Cities,-27.431832,153.032348
Holy Spirit School,QLD,Catholic,Primary,Major Cities,-27.464993,153.045798
Holy Spirit School,QLD,Catholic,Primary,Major Cities,-27.294014,152.970508
Immaculate Heart School,QLD,Catholic,Primary,Major Cities,-27.629058,152.738938
Mary Immaculate Primary School,QLD,Catholic,Primary,Major Cities,-27.51641,153.031092
Mater Dei Catholic Primary School,QLD,Catholic,Primary,Major Cities,-27.449204,152.973639
Our Lady Help of Christians School,QLD,Catholic,Primary,Major Cities,-27.4209,153.067
Our Lady of Dolours School,QLD,Catholic,Primary,Major Cities,-27.414353,152.97488
Our Lady of Fatima Primary School,QLD,Catholic,Primary,Major Cities,-27.579303,153.024457
Our Lady of Lourdes Primary School,QLD,Catholic,Primary,Major Cities,-27.581197,153.061984
Our Lady of Mount Carmel School,QLD,Catholic,Primary,Major Cities,-27.502793,153.06253
Our Lady of the Angels' School,QLD,Catholic,Primary,Major Cities,-27.393558,153.040481
Our Lady of the Assumption School,QLD,Catholic,Primary,Major Cities,-27.416856,152.991315
Our Lady of the Rosary School,QLD,Catholic,Primary,Major Cities,-27.51091625,152.936753
Our Lady of the Sacred Heart Catholic Primary School,QLD,Catholic,Primary,Major Cities,-27.568064,152.952331
Our Lady of the Way School,QLD,Catholic,Primary,Major Cities,-27.266414,152.979229
Queen of Apostles Primary School,QLD,Catholic,Primary,Major Cities,-27.404474,153.00803
Sacred Heart School,QLD,Catholic,Primary,Major Cities,-27.61583,152.793048
Sacred Heart Primary School,QLD,Catholic,Primary,Major Cities,-27.317432,153.067168
St Agatha's Primary School,QLD,Catholic,Primary,Major Cities,-27.42591,153.054659
St Agnes School,QLD,Catholic,Primary,Major Cities,-27.531867,153.072092
St Ambrose's Primary School,QLD,Catholic,Primary,Major Cities,-27.440445,153.005746
St Anthony's School,QLD,Catholic,Primary,Major Cities,-27.407092,153.025811
St Bernard's School,QLD,Catholic,Primary,Major Cities,-27.553839,153.079418
St Brendan's Primary School,QLD,Catholic,Primary,Major Cities,-27.537741,153.019153
St Catherine's Catholic Primary School,QLD,Catholic,Primary,Major Cities,-27.550763,153.09125
St Columba's Primary School,QLD,Catholic,Primary,Major Cities,-27.429022,153.018329
St Bernardine's School,QLD,Catholic,Primary,Major Cities,-27.66976,153.034183
St Dympna's Parish School,QLD,Catholic,Primary,Major Cities,-27.366032,153.033059
St Elizabeth's School,QLD,Catholic,Primary,Major Cities,-27.521393,153.043619
St Finbarr's School,QLD,Catholic,Primary,Major Cities,-27.445921,152.994278
St Flannan's School,QLD,Catholic,Primary,Major Cities,-27.349992,153.036579
St Francis Xavier School,QLD,Catholic,Primary,Major Cities,-27.611049,152.899108
St Gerard Majella Primary School,QLD,Catholic,Primary,Outer Regional,-16.968004,145.740667
St Ignatius School,QLD,Catholic,Primary,Major Cities,-27.485844,152.986691
St Ita's Regional Primary School,QLD,Catholic,Primary,Major Cities,-27.494453,153.022879
St James Primary School,QLD,Catholic,Primary,Major Cities,-27.499371,153.052368
St Joachim's School,QLD,Catholic,Primary,Major Cities,-27.520499,153.058768
St John Vianney's Primary School,QLD,Catholic,Primary,Major Cities,-27.457662,153.184706
St Joseph's School,QLD,Catholic,Primary,Major Cities,-27.458924,152.979779
St Joseph's Primary School,QLD,Catholic,Primary,Major Cities,-27.53804214,152.9835418
St Joseph's Primary School,QLD,Catholic,Primary,Major Cities,-27.482553,153.03305
St Joseph's School,QLD,Catholic,Primary,Major Cities,-27.591085,152.757486
Ambrose Treacy College,QLD,Catholic,Combined,Major Cities,-27.50834044,152.9664169
St Joseph's School,QLD,Catholic,Primary,Major Cities,-27.403933,153.056839
St Joseph's Tobruk Memorial School,QLD,Catholic,Primary,Major Cities,-27.711727,153.199966
St Joseph's Catholic Primary School,QLD,Catholic,Primary,Major Cities,-27.325084,153.034487
St Kevin's School,QLD,Catholic,Primary,Major Cities,-27.37385409,153.0470678
St Kieran's School,QLD,Catholic,Primary,Major Cities,-27.293902,153.055258
St Mark's School,QLD,Catholic,Primary,Major Cities,-27.593918,152.969168
St Martin's School,QLD,Catholic,Primary,Major Cities,-27.491525,153.089739
St Mary's Primary School,QLD,Catholic,Primary,Major Cities,-27.6119627,152.7566656
St Paul's School,QLD,Catholic,Primary,Major Cities,-27.635573,153.110689
St Peter Chanel Primary School,QLD,Catholic,Primary,Major Cities,-27.439217,152.945593
St Peter's Catholic Primary School,QLD,Catholic,Primary,Major Cities,-27.08106116,152.9520773
Sts Peter and Paul's School,QLD,Catholic,Primary,Major Cities,-27.459201,153.064288
St Peter's Primary School,QLD,Catholic,Primary,Major Cities,-27.592768,153.122137
St Pius' Primary School,QLD,Catholic,Primary,Major Cities,-27.371065,153.080442
St Pius X School,QLD,Catholic,Primary,Major Cities,-27.557623,153.037349
St Sebastian's Primary School,QLD,Catholic,Primary,Major Cities,-27.513513,153.010862
St Thomas' School,QLD,Catholic,Primary,Major Cities,-27.487143,153.072468
St Matthew's School,QLD,Catholic,Primary,Major Cities,-27.667427,153.189315
St William's Primary School,QLD,Catholic,Primary,Major Cities,-27.408254,152.962489
Christ the King Catholic Primary School,QLD,Catholic,Primary,Major Cities,-27.180024,153.020668
St Anthony's School,QLD,Catholic,Primary,Major Cities,-27.520932,153.216776
St Andrew's Catholic School,QLD,Catholic,Primary,Major Cities,-27.409334,152.92611
All Saints' School,QLD,Catholic,Primary,Inner Regional,-27.999945,152.686326
Guardian Angels' Catholic Primary School,QLD,Catholic,Primary,Major Cities,-27.97277632,153.3839741
Marymount Primary School,QLD,Catholic,Primary,Major Cities,-28.100701,153.428268
Our Lady of Good Counsel School,QLD,Catholic,Primary,Inner Regional,-27.558189,152.271795
St Augustine's Parish Primary School,QLD,Catholic,Primary,Major Cities,-28.15021,153.459342
St Brigid's Primary School,QLD,Catholic,Primary,Inner Regional,-27.640958,152.594865
St Francis Xavier School,QLD,Catholic,Primary,Major Cities,-27.909405,153.401855
St Joseph's School,QLD,Catholic,Primary,Inner Regional,-25.236284,152.281127
St Joseph's School,QLD,Catholic,Primary,Outer Regional,-25.623731,151.606397
St Joseph's School,QLD,Catholic,Primary,Inner Regional,-26.239184,151.946482
St John's College,QLD,Catholic,Secondary,Major Cities,-26.638217,152.945065
St Mary's School,QLD,Catholic,Primary,Inner Regional,-27.990825,152.992127
St Mary's School,QLD,Catholic,Primary,Inner Regional,-27.635056,152.391405
St Mary's Primary School,QLD,Catholic,Primary,Inner Regional,-25.533621,152.702769
St Patrick's Primary School,QLD,Catholic,Primary,Inner Regional,-26.192509,152.66532
St Patrick's Primary School,QLD,Catholic,Primary,Inner Regional,-26.672333,151.996265
Star of the Sea Catholic School,QLD,Catholic,Primary,Inner Regional,-25.306533,152.87395
St Vincent's Primary School,QLD,Catholic,Primary,Major Cities,-28.035406,153.402759
St Kevin's School,QLD,Catholic,Primary,Major Cities,-28.004554,153.390594
Our Lady of the Rosary School,QLD,Catholic,Primary,Major Cities,-26.797363,153.143359
Stella Maris School,QLD,Catholic,Primary,Major Cities,-26.65353398,153.0721468
Marian Catholic School,QLD,Catholic,Primary,Outer Regional,-19.277092,146.781623
St Stephen's Catholic College,QLD,Catholic,Secondary,Outer Regional,-17.01884,145.41995
Holy Name Primary School,QLD,Catholic,Primary,Inner Regional,-27.550734,151.945649
Mater Dei Primary School,QLD,Catholic,Primary,Inner Regional,-27.558895,151.973282
Our Lady of Lourdes Primary School,QLD,Catholic,Primary,Inner Regional,-27.557243,151.932981
Sacred Heart Primary School,QLD,Catholic,Primary,Very Remote,-28.073459,145.683455
Sacred Heart Primary School,QLD,Catholic,Primary,Inner Regional,-27.539235,151.931405
St Anthony's School,QLD,Catholic,Primary,Inner Regional,-27.573191,151.935535
St Francis College,QLD,Catholic,Combined,Major Cities,-27.691588,153.082712
St Finbarr's School,QLD,Catholic,Primary,Very Remote,-26.616747,144.269921
St Francis De Sales School,QLD,Catholic,Primary,Inner Regional,-27.92846,151.904579
St Joseph's School,QLD,Catholic,Primary,Outer Regional,-26.74335,150.626671
St Joseph's School,QLD,Catholic,Primary,Inner Regional,-27.872623,151.271647
St Joseph's School,QLD,Catholic,Primary,Outer Regional,-27.27538,150.460355
St Maria Goretti School,QLD,Catholic,Primary,Outer Regional,-28.413645,151.080537
St Mary's School,QLD,Catholic,Combined,Outer Regional,-28.5446,150.306391
St Monica's School,QLD,Catholic,Primary,Inner Regional,-27.44094,151.718851
St Mary's School,QLD,Catholic,Primary,Very Remote,-26.403717,146.243214
St Patrick's School,QLD,Catholic,Primary,Inner Regional,-28.03542,151.977469
St Patrick's School,QLD,Catholic,Primary,Remote,-28.035262,148.586288
St Patrick's Primary School,QLD,Catholic,Primary,Very Remote,-26.484626,147.973905
St Saviour's Primary School,QLD,Catholic,Primary,Inner Regional,-27.570939,151.952919
St Stephen's School,QLD,Catholic,Primary,Inner Regional,-27.718903,151.636811
St Thomas More's Primary School,QLD,Catholic,Primary,Inner Regional,-27.58017,151.961959
Our Lady of the Southern Cross College,QLD,Catholic,Combined,Inner Regional,-27.17106,151.267837
Our Lady of the Sacred Heart Catholic Primary School,QLD,Catholic,Primary,Remote,-24.117427,148.092562
Sacred Heart Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-23.159138,150.76384
Star of the Sea Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-23.848071,151.258606
St Anne's Catholic Primary School,QLD,Catholic,Primary,Outer Regional,-21.424666,149.215164
St Anthony's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-23.341273,150.527693
St Francis Xavier Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-21.150305,149.160428
St John's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-21.161624,149.066905
St John the Baptist Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-23.874732,151.218198
St Joseph's Catholic Primary School,QLD,Catholic,Primary,Very Remote,-23.55606,145.286791
St Joseph's Catholic Primary School,QLD,Catholic,Primary,Outer Regional,-24.397215,150.515418
St Joseph's Catholic Primary School,QLD,Catholic,Primary,Very Remote,-24.42004,145.459587
St Joseph's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-24.868108,152.34988
St Joseph's Catholic Primary School,QLD,Catholic,Primary,Remote,-22.821881,147.639088
St Joseph's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-21.122554,149.186992
St Joseph's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-23.357864,150.510329
St Joseph's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-23.373071,150.493849
St Mary's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-24.893382,152.369842
St Mary's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-23.364861,150.527858
St Mary's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-21.153833,149.184343
St Patrick's Catholic Primary School,QLD,Catholic,Primary,Outer Regional,-23.523393,148.162533
St Patrick's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-24.876734,152.339964
St Peter's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-23.398821,150.501049
St Therese's Catholic Primary School,QLD,Catholic,Primary,Outer Regional,-24.866607,151.120854
St Anthony's Catholic College - Primary Campus,QLD,Catholic,Primary,Outer Regional,-19.243043,146.653405
St Kieran's Catholic School,QLD,Catholic,Primary,Remote,-20.715272,139.506596
Holy Spirit Catholic School,QLD,Catholic,Primary,Outer Regional,-19.302056,146.755404
Our Lady of Lourdes Catholic School,QLD,Catholic,Primary,Outer Regional,-18.653635,146.159464
St Catherine's Catholic College The Whitsundays,QLD,Catholic,Combined,Outer Regional,-20.4114262,148.5923673
St Colman's Catholic School,QLD,Catholic,Primary,Outer Regional,-19.659367,147.415756
St Francis Catholic School,QLD,Catholic,Primary,Very Remote,-20.845873,144.2021
St Francis Catholic School,QLD,Catholic,Primary,Outer Regional,-19.569856,147.400665
St John Bosco Catholic School,QLD,Catholic,Primary,Remote,-20.554136,147.845066
St Joseph's Catholic School,QLD,Catholic,Combined,Remote,-20.70128,140.505898
St Joseph's Catholic School,QLD,Catholic,Primary,Outer Regional,-19.293554,146.791907
St Joseph's Catholic School,QLD,Catholic,Primary,Remote,-20.744578,139.491071
"St Joseph's Catholic School, The Strand",QLD,Catholic,Primary,Outer Regional,-19.253012,146.817783
St Mary's Catholic School,QLD,Catholic,Primary,Outer Regional,-20.011689,148.242387
St Patrick's Catholic School,QLD,Catholic,Primary,Very Remote,-22.385021,143.040337
St Peter's Catholic School,QLD,Catholic,Primary,Remote,-18.582183,146.287678
St Michael's Catholic School,QLD,Catholic,Primary,Remote,-18.736684,146.576924
Good Counsel Primary School,QLD,Catholic,Primary,Outer Regional,-17.521152,146.029402
Mother of Good Counsel School,QLD,Catholic,Primary,Outer Regional,-16.900255,145.756261
Our Lady Help of Christians School,QLD,Catholic,Primary,Outer Regional,-16.942999,145.736922
Our Lady of the Sacred Heart School Waiben,QLD,Catholic,Primary,Very Remote,-10.583028,142.21551
St Anthony's School,QLD,Catholic,Primary,Outer Regional,-17.147128,145.111681
St Augustine's School,QLD,Catholic,Primary,Outer Regional,-16.46202,145.369228
St Clare's School,QLD,Catholic,Primary,Outer Regional,-17.937311,145.920946
St Francis Xavier's School,QLD,Catholic,Primary,Outer Regional,-16.924055,145.741392
St John's School,QLD,Catholic,Primary,Outer Regional,-17.737031,146.005364
St Joseph's School,QLD,Catholic,Primary,Outer Regional,-17.265445,145.478457
St Joseph's School,QLD,Catholic,Primary,Outer Regional,-16.926715,145.766571
St Michael's School,QLD,Catholic,Primary,Outer Regional,-17.09537,145.787079
St Rita's School,QLD,Catholic,Primary,Outer Regional,-17.343172,145.922629
St Rita's School,QLD,Catholic,Primary,Outer Regional,-17.598512,145.996193
St Teresa's School,QLD,Catholic,Primary,Outer Regional,-17.611237,145.487502
St Therese's School,QLD,Catholic,Primary,Outer Regional,-17.006325,145.731002
St Thomas' School,QLD,Catholic,Primary,Outer Regional,-16.994463,145.425551
Iona College,QLD,Catholic,Combined,Major Cities,-27.43755118,153.1474162
Padua College,QLD,Catholic,Combined,Major Cities,-27.407445,153.025007
St Columban's College,QLD,Catholic,Secondary,Major Cities,-27.078757,152.962543
St James College,QLD,Catholic,Combined,Major Cities,-27.461527,153.029908
St Joseph's College,QLD,Catholic,Combined,Major Cities,-27.456773,153.025124
St Laurence's College,QLD,Catholic,Combined,Major Cities,-27.486973,153.025089
Marist College Ashgrove,QLD,Catholic,Combined,Major Cities,-27.439597,152.978409
St Patrick's College,QLD,Catholic,Combined,Major Cities,-27.323343,153.083148
Villanova College,QLD,Catholic,Combined,Major Cities,-27.496463,153.052
Assisi Catholic College,QLD,Catholic,Combined,Major Cities,-27.858461,153.302274
Aquinas College,QLD,Catholic,Secondary,Major Cities,-27.975092,153.383562
St Joseph's College,QLD,Catholic,Secondary,Inner Regional,-27.57236979,151.9712305
St John's School,QLD,Catholic,Combined,Outer Regional,-26.57219,148.780184
St Mary's College,QLD,Catholic,Combined,Inner Regional,-27.56047,151.942911
Gilroy Santa Maria College,QLD,Catholic,Secondary,Outer Regional,-18.644476,146.155029
Ryan Catholic College,QLD,Catholic,Combined,Outer Regional,-19.315671,146.717785
St Augustine's College,QLD,Catholic,Secondary,Outer Regional,-16.926355,145.768001
Brigidine College,QLD,Catholic,Combined,Major Cities,-27.500755,152.980739
St John Fisher College,QLD,Catholic,Secondary,Major Cities,-27.313569,153.043812
Mary MacKillop College,QLD,Catholic,Secondary,Major Cities,-27.404243,153.058799
Loreto College Coorparoo,QLD,Catholic,Combined,Major Cities,-27.509913,153.06381
Lourdes Hill College,QLD,Catholic,Combined,Major Cities,-27.469793,153.058808
Mount Alvernia College,QLD,Catholic,Secondary,Major Cities,-27.405642,153.027438
Mt St Michael's College,QLD,Catholic,Combined,Major Cities,-27.444614,152.988349
Our Lady's College,QLD,Catholic,Secondary,Major Cities,-27.51582226,153.0315547
San Sisto College,QLD,Catholic,Secondary,Major Cities,-27.490713,153.090538
Seton College,QLD,Catholic,Secondary,Major Cities,-27.52911,153.092838
Stuartholme School,QLD,Catholic,Combined,Major Cities,-27.47011318,152.9743002
St Edmund's College,QLD,Catholic,Combined,Major Cities,-27.609871,152.754301
St Joseph's Nudgee College,QLD,Catholic,Combined,Major Cities,-27.359363,153.061768
Trinity College,QLD,Catholic,Secondary,Major Cities,-27.710483,153.198708
St Mary's College,QLD,Catholic,Secondary,Major Cities,-27.609713,152.755191
All Hallows' School,QLD,Catholic,Combined,Major Cities,-27.460613,153.03323
St Peter Claver College,QLD,Catholic,Secondary,Major Cities,-27.599284,152.837787
St Rita's College,QLD,Catholic,Combined,Major Cities,-27.425023,153.056398
St Thomas More College,QLD,Catholic,Secondary,Major Cities,-27.573746,153.048834
Clairvaux MacKillop College,QLD,Catholic,Secondary,Major Cities,-27.552663,153.07602
St Michael's College,QLD,Catholic,Secondary,Major Cities,-28.044539,153.365097
Chisholm Catholic College,QLD,Catholic,Secondary,Major Cities,-27.667328,153.204519
Marymount College,QLD,Catholic,Secondary,Major Cities,-28.100924,153.429551
St Joseph's Primary School,QLD,Catholic,Primary,Major Cities,-26.629755,152.960108
St Mary's College,QLD,Catholic,Secondary,Inner Regional,-25.54298,152.696613
St Mary's Catholic College,QLD,Catholic,Combined,Inner Regional,-26.534594,151.841706
St Patrick's College,QLD,Catholic,Secondary,Inner Regional,-26.19210619,152.6667488
Assumption College,QLD,Catholic,Secondary,Inner Regional,-28.225287,152.027794
Downlands College,QLD,Catholic,Combined,Inner Regional,-27.535304,151.958103
St Joseph's School,QLD,Catholic,Combined,Outer Regional,-28.652467,151.938103
St Francis Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-23.9453,151.360062
St Saviour's College,QLD,Catholic,Secondary,Inner Regional,-27.571655,151.95356
St Ursula's College,QLD,Catholic,Secondary,Inner Regional,-27.555609,151.940941
Shalom College,QLD,Catholic,Secondary,Inner Regional,-24.895726,152.339843
Emmaus College,QLD,Catholic,Secondary,Inner Regional,-23.349661,150.522518
Chanel College,QLD,Catholic,Secondary,Inner Regional,-23.866761,151.241957
St Patrick's College - Mercy Campus,QLD,Catholic,Secondary,Inner Regional,-21.154793,149.184283
Our Lady's Catholic Primary School,QLD,Catholic,Primary,Very Remote,-23.439268,144.250965
St Brendan's College,QLD,Catholic,Secondary,Inner Regional,-23.115279,150.727772
St Ursula's College,QLD,Catholic,Secondary,Inner Regional,-23.130393,150.743545
Good Shepherd Catholic College,QLD,Catholic,Secondary,Remote,-20.721984,139.494616
Burdekin Catholic High School,QLD,Catholic,Secondary,Outer Regional,-19.564638,147.414266
Ignatius Park College,QLD,Catholic,Secondary,Outer Regional,-19.299378,146.757682
St Thomas More Primary School,QLD,Catholic,Primary,Major Cities,-26.404981,153.101731
St Margaret Mary's College,QLD,Catholic,Secondary,Outer Regional,-19.277383,146.79921
St Eugene College,QLD,Catholic,Combined,Major Cities,-27.150286,152.968505
St Patrick's College Townsville,QLD,Catholic,Secondary,Outer Regional,-19.252252,146.817003
St Teresa's College,QLD,Catholic,Secondary,Remote,-18.4794,145.905343
St Paul's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-23.449251,150.463979
The Cathedral College,QLD,Catholic,Secondary,Inner Regional,-23.386111,150.505469
Good Counsel College,QLD,Catholic,Secondary,Outer Regional,-17.521162,146.028312
Mount St Bernard College,QLD,Catholic,Secondary,Outer Regional,-17.377851,145.383733
St Mary's Catholic College,QLD,Catholic,Secondary,Outer Regional,-16.971025,145.741642
St Monica's College,QLD,Catholic,Secondary,Outer Regional,-16.917595,145.773301
Unity College,QLD,Catholic,Combined,Major Cities,-26.801453,153.090317
St Brigid's Catholic Primary School,QLD,Catholic,Primary,Major Cities,-28.000762,153.318374
St Rita's Primary School,QLD,Catholic,Primary,Major Cities,-27.591957,153.294004
Carmel College,QLD,Catholic,Secondary,Major Cities,-27.564914,153.266777
All Saints Primary School,QLD,Catholic,Primary,Major Cities,-27.350033,152.970625
St Luke's Catholic Parish School,QLD,Catholic,Primary,Major Cities,-27.5489502,153.1965637
Deception Bay Flexible School,QLD,Catholic,Secondary,Major Cities,-27.190927,153.029894
Noosa Flexible School,QLD,Catholic,Secondary,Major Cities,-26.405363,153.098922
Townsville Flexible School,QLD,Catholic,Secondary,Outer Regional,-19.269096,146.803453
St Benedict's Primary School,QLD,Catholic,Primary,Major Cities,-27.233485,153.031826
Star of the Sea Primary School,QLD,Catholic,Primary,Major Cities,-27.5294,153.279
St Benedict's Catholic Primary School,QLD,Catholic,Primary,Inner Regional,-23.095378,150.740335
Holy Cross School,QLD,Catholic,Primary,Outer Regional,-16.810739,145.694706
Mount Isa Flexible School,QLD,Catholic,Secondary,Remote,-20.712226,139.510871
Lighthouse Christian School,QLD,Independent,Combined,Inner Regional,-23.338394,150.537313
Fraser Coast Anglican College,QLD,Independent,Combined,Inner Regional,-25.318345,152.853596
Tamborine Mountain College,QLD,Independent,Combined,Major Cities,-27.927513,153.176347
Islamic College of Brisbane,QLD,Independent,Combined,Major Cities,-27.617991,153.092969
The River School,QLD,Independent,Primary,Inner Regional,-26.733641,152.843099
Saint Stephen's College,QLD,Independent,Combined,Major Cities,-27.870072,153.306888
Noosa Pengari Steiner School,QLD,Independent,Combined,Major Cities,-26.452685,153.031902
Bundaberg Christian College,QLD,Independent,Combined,Inner Regional,-24.867435,152.407954
Whitsunday Christian College,QLD,Independent,Combined,Outer Regional,-20.2890224,148.675045
Coomera Anglican College,QLD,Independent,Combined,Major Cities,-27.8575298,153.3051657
Sheldon College,QLD,Independent,Combined,Major Cities,-27.570352,153.233367
Sunshine Coast Grammar School,QLD,Independent,Combined,Major Cities,-26.686142,153.00532
Faith Baptist Christian School,QLD,Independent,Combined,Inner Regional,-23.936398,151.220014
Silkwood School,QLD,Independent,Combined,Major Cities,-28.003163,153.291104
Glenvale Christian School,QLD,Independent,Primary,Inner Regional,-27.56174419,151.900137
Australian Christian College - Moreton,QLD,Independent,Combined,Major Cities,-27.05777915,152.9528233
Caboolture Montessori School,QLD,Independent,Primary,Major Cities,-27.056272,152.937934
Toogoolawa School,QLD,Independent,Combined,Major Cities,-27.79755,153.26264
Groves Christian College,QLD,Independent,Combined,Major Cities,-27.660807,153.110393
Brisbane Adventist College,QLD,Independent,Combined,Major Cities,-27.544597,153.09761
Faith Lutheran College - Plainland,QLD,Independent,Combined,Inner Regional,-27.567724,152.41719
Carinity Education - Southside,QLD,Independent,Secondary,Major Cities,-27.578034,153.055298
Kimberley College,QLD,Independent,Combined,Major Cities,-27.680711,153.235437
Glasshouse Christian College,QLD,Independent,Combined,Inner Regional,-26.861627,152.95187
Emerald Christian College,QLD,Independent,Combined,Outer Regional,-23.552839,148.170931
Parklands Christian College,QLD,Independent,Combined,Major Cities,-27.715205,153.036594
Pacific Lutheran College,QLD,Independent,Combined,Major Cities,-26.757112,153.106721
Living Faith Lutheran Primary School,QLD,Independent,Primary,Major Cities,-27.256655,153.014828
Peregian Beach College,QLD,Independent,Combined,Major Cities,-26.479463,153.06863
Carinity Education - Glendyne,QLD,Independent,Combined,Inner Regional,-25.313559,152.7972
Livingstone Christian College,QLD,Independent,Combined,Major Cities,-27.793107,153.266626
Cairns Hinterland Steiner School,QLD,Independent,Combined,Outer Regional,-16.811134,145.587191
OneSchool Global QLD - Wakerley,QLD,Independent,Combined,Major Cities,-27.485701,153.142172
OneSchool Global QLD - Maryborough,QLD,Independent,Combined,Inner Regional,-25.496293,152.708234
OneSchool Global QLD - Nambour,QLD,Independent,Combined,Major Cities,-26.621292,152.935488
OneSchool Global QLD - Toowoomba,QLD,Independent,Combined,Inner Regional,-27.597921,151.955923
Trinity Lutheran College (Cotlew Street Campus),QLD,Independent,Primary,Major Cities,-27.98439,153.371551
Trinity Lutheran College,QLD,Independent,Combined,Major Cities,-27.979984,153.362978
Westside Christian College - Alice St Campus,QLD,Independent,Primary,Major Cities,-27.612677,152.887612
Moreton Bay Boys' College,QLD,Independent,Combined,Major Cities,-27.471903,153.174137
St Andrew's Anglican College,QLD,Independent,Combined,Major Cities,-26.49546,153.076569
Townsville Grammar School,QLD,Independent,Secondary,Outer Regional,-19.25197296,146.8059108
