Calendar year;State/territory;School sector;School type;School count;Proportion of sector;Proportion of state;Proportion of school type
2016;Victoria;Government;Secondary;239;71.8;23.1;15.7
2016;Victoria;Government;Combined;81;34.3;16.5;5.3
2016;Victoria;Government;Special;80;76.2;24.3;5.3
2016;Victoria;Government;All;1,522;68.4;22.9;100.0
2016;Victoria;Catholic;Primary;388;25.0;31.3;78.5
2016;Victoria;Catholic;Secondary;86;25.8;26.8;17.4
2016;Victoria;Catholic;Combined;13;5.5;9.4;2.6
2016;Victoria;Catholic;Special;7;6.7;17.5;1.4
2016;Victoria;Catholic;All;494;22.2;28.4;100.0
2016;Victoria;Independent;Primary;41;2.6;19.2;19.6
2016;Victoria;Independent;Secondary;8;2.4;16.7;3.8
2016;Victoria;Independent;Combined;142;60.2;20.6;67.9
2016;Victoria;Independent;Special;18;17.1;19.6;8.6
2016;Victoria;Independent;All;209;9.4;20.1;100.0
2016;Victoria;All;Primary;1,551;100.0;24.9;69.7
2016;Victoria;All;Secondary;333;100.0;23.7;15.0
2016;Victoria;All;Combined;236;100.0;17.9;10.6
2016;Victoria;All;Special;105;100.0;22.8;4.7
2016;Victoria;All;All;2,225;100.0;23.6;100.0
2016;Queensland;Government;Primary;915;80.7;19.1;74.2
2016;Queensland;Government;Secondary;184;72.2;17.8;14.9
2016;Queensland;Government;Combined;89;33.7;18.2;7.2
2016;Queensland;Government;Special;45;59.2;13.7;3.6
2016;Queensland;Government;All;1,233;71.3;18.6;100.0
2016;Queensland;Catholic;Primary;194;17.1;15.7;64.5
2016;Queensland;Catholic;Secondary;61;23.9;19.0;20.3
2016;Queensland;Catholic;Combined;33;12.5;23.9;11.0
2016;Queensland;Catholic;Special;13;17.1;32.5;4.3
2016;Queensland;Catholic;All;301;17.4;17.3;100.0
2016;Queensland;Independent;Primary;25;2.2;11.7;12.8
2016;Queensland;Independent;Secondary;10;3.9;20.8;5.1
2016;Queensland;Independent;Combined;142;53.8;20.6;72.8
2016;Queensland;Independent;Special;18;23.7;19.6;9.2
2016;Queensland;Independent;All;195;11.3;18.7;100.0
2016;Queensland;All;Primary;1,134;100.0;18.2;65.6
2016;Queensland;All;Secondary;255;100.0;18.2;14.7
2016;Queensland;All;Combined;264;100.0;20.1;15.3
2016;Queensland;All;Special;76;100.0;16.5;4.4
2016;Queensland;All;All;1,729;100.0;18.4;100.0
2016;South Australia;Government;Primary;359;78.4;7.5;69.3
2016;South Australia;Government;Secondary;66;81.5;6.4;12.7
2016;South Australia;Government;Combined;75;48.4;15.3;14.5
2016;South Australia;Government;Special;18;78.3;5.5;3.5
2016;South Australia;Government;All;518;72.2;7.8;100.0
2016;South Australia;Catholic;Primary;67;14.6;5.4;65.0
2016;South Australia;Catholic;Secondary;10;12.3;3.1;9.7
2016;South Australia;Catholic;Combined;23;14.8;16.7;22.3
2016;South Australia;Catholic;Special;3;13.0;7.5;2.9
2016;South Australia;Catholic;All;103;14.4;5.9;100.0
2016;South Australia;Independent;Primary;32;7.0;15.0;33.3
2016;South Australia;Independent;Secondary;5;6.2;10.4;5.2
2016;South Australia;Independent;Combined;57;36.8;8.3;59.4
2016;South Australia;Independent;Special;2;8.7;2.2;2.1
2016;South Australia;Independent;All;96;13.4;9.2;100.0
2016;South Australia;All;Primary;458;100.0;7.3;63.9
2016;South Australia;All;Secondary;81;100.0;5.8;11.3
2016;South Australia;All;Combined;155;100.0;11.8;21.6
2016;South Australia;All;Special;23;100.0;5.0;3.2
2016;South Australia;All;All;717;100.0;7.6;100.0
2016;Western Australia;Government;Primary;518;77.9;10.8;66.5
2016;Western Australia;Government;Secondary;106;78.5;10.2;13.6
2016;Western Australia;Government;Combined;90;43.9;18.4;11.6
2016;Western Australia;Government;Special;65;83.3;19.8;8.3
2016;Western Australia;Government;All;779;71.9;11.7;100.0
2016;Western Australia;Catholic;Primary;115;17.3;9.3;69.7
2016;Western Australia;Catholic;Secondary;23;17.0;7.2;13.9
2016;Western Australia;Catholic;Combined;23;11.2;16.7;13.9
2016;Western Australia;Catholic;Special;4;5.1;10.0;2.4
2016;Western Australia;Catholic;All;165;15.2;9.5;100.0
2016;Western Australia;Independent;Primary;32;4.8;15.0;23.0
2016;Western Australia;Independent;Secondary;6;4.4;12.5;4.3
2016;Western Australia;Independent;Combined;92;44.9;13.4;66.2
2016;Western Australia;Independent;Special;9;11.5;9.8;6.5
2016;Western Australia;Independent;All;139;12.8;13.3;100.0
2016;Western Australia;All;Primary;665;100.0;10.7;61.4
2016;Western Australia;All;Secondary;135;100.0;9.6;12.5
2016;Western Australia;All;Combined;205;100.0;15.6;18.9
2016;Western Australia;All;Special;78;100.0;16.9;7.2
2016;Western Australia;All;All;1,083;100.0;11.5;100.0
2016;Tasmania;Government;Primary;126;80.8;2.6;65.6
2016;Tasmania;Government;Secondary;37;88.1;3.6;19.3
2016;Tasmania;Government;Combined;25;45.5;5.1;13.0
2016;Tasmania;Government;Special;4;66.7;1.2;2.1
2016;Tasmania;Government;All;192;74.1;2.9;100.0
2016;Tasmania;Catholic;Primary;24;15.4;1.9;63.2
2016;Tasmania;Catholic;Secondary;5;11.9;1.6;13.2
2016;Tasmania;Catholic;Combined;8;14.5;5.8;21.1
2016;Tasmania;Catholic;Special;1;16.7;2.5;2.6
2016;Tasmania;Catholic;All;38;14.7;2.2;100.0
2016;Tasmania;Independent;Primary;6;3.8;2.8;20.7
2016;Tasmania;Independent;Combined;22;40.0;3.2;75.9
2016;Tasmania;Independent;Special;1;16.7;1.1;3.4
2016;Tasmania;Independent;All;29;11.2;2.8;100.0
2016;Tasmania;All;Primary;156;100.0;2.5;60.2
2016;Tasmania;All;Secondary;42;100.0;3.0;16.2
2016;Tasmania;All;Combined;55;100.0;4.2;21.2
2016;Tasmania;All;Special;6;100.0;1.3;2.3
2016;Tasmania;All;All;259;100.0;2.8;100.0
2016;Northern Territory;Government;Primary;75;88.2;1.6;49.7
2016;Northern Territory;Government;Secondary;15;65.2;1.4;9.9
2016;Northern Territory;Government;Combined;57;76.0;11.6;37.7
2016;Northern Territory;Government;Special;4;80.0;1.2;2.6
2016;Northern Territory;Government;All;151;80.3;2.3;100.0
2016;Northern Territory;Catholic;Primary;7;8.2;0.6;41.2
2016;Northern Territory;Catholic;Secondary;4;17.4;1.2;23.5
2016;Northern Territory;Catholic;Combined;5;6.7;3.6;29.4
2016;Northern Territory;Catholic;Special;1;20.0;2.5;5.9
2016;Northern Territory;Catholic;All;17;9.0;1.0;100.0
2016;Northern Territory;Independent;Primary;3;3.5;1.4;15.0
2016;Northern Territory;Independent;Secondary;4;17.4;8.3;20.0
2016;Northern Territory;Independent;Combined;13;17.3;1.9;65.0
2016;Northern Territory;Independent;All;20;10.6;1.9;100.0
2016;Northern Territory;All;Primary;85;100.0;1.4;45.2
2016;Northern Territory;All;Secondary;23;100.0;1.6;12.2
2016;Northern Territory;All;Combined;75;100.0;5.7;39.9
2016;Northern Territory;All;Special;5;100.0;1.1;2.7
2016;Northern Territory;All;All;188;100.0;2.0;100.0
2016;Australian Capital Territory;Government;Primary;56;69.1;1.2;64.4
2016;Australian Capital Territory;Government;Secondary;19;79.2;1.8;21.8
2016;Australian Capital Territory;Government;Combined;8;36.4;1.6;9.2
2016;Australian Capital Territory;Government;Special;4;80.0;1.2;4.6
2016;Australian Capital Territory;Government;All;87;65.9;1.3;100.0
2016;Australian Capital Territory;Catholic;Primary;22;27.2;1.8;73.3
2016;Australian Capital Territory;Catholic;Secondary;5;20.8;1.6;16.7
2016;Australian Capital Territory;Catholic;Combined;3;13.6;2.2;10.0
2016;Australian Capital Territory;Catholic;All;30;22.7;1.7;100.0
2016;Australian Capital Territory;Independent;Primary;3;3.7;1.4;20.0
2016;Australian Capital Territory;Independent;Combined;11;50.0;1.6;73.3
2016;Australian Capital Territory;Independent;Special;1;20.0;1.1;6.7
2016;Australian Capital Territory;Independent;All;15;11.4;1.4;100.0
2016;Australian Capital Territory;All;Primary;81;100.0;1.3;61.4
2016;Australian Capital Territory;All;Secondary;24;100.0;1.7;18.2
2016;Australian Capital Territory;All;Combined;22;100.0;1.7;16.7
2016;Australian Capital Territory;All;Special;5;100.0;1.1;3.8
2016;Australian Capital Territory;All;All;132;100.0;1.4;100.0
2016;Australia;Government;Primary;4,780;76.7;100.0;72.1
2016;Australia;Government;Secondary;1,035;73.7;100.0;15.6
2016;Australia;Government;Combined;490;37.2;100.0;7.4
2016;Australia;Government;Special;329;71.4;100.0;5.0
2016;Australia;Government;All;6,634;70.5;100.0;100.0
2016;Australia;Catholic;Primary;1,239;19.9;100.0;71.3
2016;Australia;Catholic;Secondary;321;22.9;100.0;18.5
2016;Australia;Catholic;Combined;138;10.5;100.0;7.9
2016;Australia;Catholic;Special;40;8.7;100.0;2.3
2016;Australia;Catholic;All;1,738;18.5;100.0;100.0
2016;Australia;Independent;Primary;214;3.4;100.0;20.5
2016;Australia;Independent;Secondary;48;3.4;100.0;4.6
2016;Australia;Independent;Combined;688;52.3;100.0;66.0
2016;Australia;Independent;Special;92;20.0;100.0;8.8
2016;Australia;Independent;All;1,042;11.1;100.0;100.0
2016;Australia;All;Primary;6,233;100.0;100.0;66.2
2016;Australia;All;Secondary;1,404;100.0;100.0;14.9
2016;Australia;All;Combined;1,316;100.0;100.0;14.0
2016;Australia;All;Special;461;100.0;100.0;4.9
2016;Australia;All;All;9,414;100.0;100.0;100.0
2015;New South Wales;Government;Primary;1,607;76.5;33.7;74.7
2015;New South Wales;Government;Secondary;369;72.1;35.8;17.2
2015;New South Wales;Government;Combined;65;21.4;12.9;3.0
2015;New South Wales;Government;Special;110;67.9;33.4;5.1
2015;New South Wales;Government;All;2,151;69.9;32.4;100.0
2015;New South Wales;Catholic;Primary;421;20.0;34.1;71.1
2015;New South Wales;Catholic;Secondary;129;25.2;39.8;21.8
2015;New South Wales;Catholic;Combined;31;10.2;22.3;5.2
2015;New South Wales;Catholic;Special;11;6.8;28.2;1.9
2015;New South Wales;Catholic;All;592;19.2;34.1;100.0
2015;New South Wales;Independent;Primary;73;3.5;34.0;21.7
2015;New South Wales;Independent;Secondary;14;2.7;26.4;4.2
2015;New South Wales;Independent;Combined;208;68.4;30.6;61.9
2015;New South Wales;Independent;Special;41;25.3;51.3;12.2
2015;New South Wales;Independent;All;336;10.9;32.7;100.0
2015;New South Wales;All;Primary;2,101;100.0;33.8;68.2
2015;New South Wales;All;Secondary;512;100.0;36.3;16.6
2015;New South Wales;All;Combined;304;100.0;23.0;9.9
2015;New South Wales;All;Special;162;100.0;36.2;5.3
2015;New South Wales;All;All;3,079;100.0;32.7;100.0
2015;Victoria;Government;Primary;1,127;72.7;23.6;73.9
2015;Victoria;Government;Secondary;237;71.0;23.0;15.5
2015;Victoria;Government;Combined;82;34.6;16.3;5.4
2015;Victoria;Government;Special;80;79.2;24.3;5.2
2015;Victoria;Government;All;1,526;68.6;23.0;100.0
2015;Victoria;Catholic;Primary;387;25.0;31.3;78.3
2015;Victoria;Catholic;Secondary;86;25.7;26.5;17.4
2015;Victoria;Catholic;Combined;14;5.9;10.1;2.8
2015;Victoria;Catholic;Special;7;6.9;17.9;1.4
2015;Victoria;Catholic;All;494;22.2;28.4;100.0
2015;Victoria;Independent;Primary;37;2.4;17.2;18.2
2015;Victoria;Independent;Secondary;11;3.3;20.8;5.4
2015;Victoria;Independent;Combined;141;59.5;20.7;69.5
2015;Victoria;Independent;Special;14;13.9;17.5;6.9
2015;Victoria;Independent;All;203;9.1;19.7;100.0
2015;Victoria;All;Primary;1,551;100.0;24.9;69.8
2015;Victoria;All;Secondary;334;100.0;23.7;15.0
2015;Victoria;All;Combined;237;100.0;17.9;10.7
2015;Victoria;All;Special;101;100.0;22.5;4.5
2015;Victoria;All;All;2,223;100.0;23.6;100.0
2015;Queensland;Government;Primary;916;80.8;19.2;74.2
2015;Queensland;Government;Secondary;185;72.0;17.9;15.0
2015;Queensland;Government;Combined;88;33.3;17.5;7.1
2015;Queensland;Government;Special;45;63.4;13.7;3.6
2015;Queensland;Government;All;1,234;71.5;18.6;100.0
2015;Queensland;Catholic;Primary;192;16.9;15.5;64.2
2015;Queensland;Catholic;Secondary;61;23.7;18.8;20.4
2015;Queensland;Catholic;Combined;33;12.5;23.7;11.0
2015;Queensland;Catholic;Special;13;18.3;33.3;4.3
2015;Queensland;Catholic;All;299;17.3;17.2;100.0
2015;Queensland;Independent;Primary;25;2.2;11.6;13.0
2015;Queensland;Independent;Secondary;11;4.3;20.8;5.7
2015;Queensland;Independent;Combined;143;54.2;21.0;74.5
2015;Queensland;Independent;Special;13;18.3;16.3;6.8
2015;Queensland;Independent;All;192;11.1;18.7;100.0
2015;Queensland;All;Primary;1,133;100.0;18.2;65.7
2015;Queensland;All;Secondary;257;100.0;18.2;14.9
2015;Queensland;All;Combined;264;100.0;20.0;15.3
2015;Queensland;All;Special;71;100.0;15.8;4.1
2015;Queensland;All;All;1,725;100.0;18.3;100.0
2015;South Australia;Government;Primary;363;78.4;7.6;69.5
2015;South Australia;Government;Secondary;66;80.5;6.4;12.6
2015;South Australia;Government;Combined;75;49.3;14.9;14.4
2015;South Australia;Government;Special;18;81.8;5.5;3.4
2015;South Australia;Government;All;522;72.6;7.9;100.0
2015;South Australia;Catholic;Primary;67;14.5;5.4;65.0
2015;South Australia;Catholic;Secondary;10;12.2;3.1;9.7
2015;South Australia;Catholic;Combined;23;15.1;16.5;22.3
2015;South Australia;Catholic;Special;3;13.6;7.7;2.9
2015;South Australia;Catholic;All;103;14.3;5.9;100.0
2015;South Australia;Independent;Primary;33;7.1;15.3;35.1
2015;South Australia;Independent;Secondary;6;7.3;11.3;6.4
2015;South Australia;Independent;Combined;54;35.5;7.9;57.4
2015;South Australia;Independent;Special;1;4.5;1.3;1.1
2015;South Australia;Independent;All;94;13.1;9.1;100.0
2015;South Australia;All;Primary;463;100.0;7.4;64.4
2015;South Australia;All;Secondary;82;100.0;5.8;11.4
2015;South Australia;All;Combined;152;100.0;11.5;21.1
2015;South Australia;All;Special;22;100.0;4.9;3.1
2015;South Australia;All;All;719;100.0;7.6;100.0
2015;Western Australia;Government;Primary;509;77.0;10.7;65.4
2015;Western Australia;Government;Secondary;106;77.4;10.3;13.6
2015;Western Australia;Government;Combined;99;47.4;19.6;12.7
2015;Western Australia;Government;Special;64;83.1;19.5;8.2
2015;Western Australia;Government;All;778;71.8;11.7;100.0
2015;Western Australia;Catholic;Primary;115;17.4;9.3;69.7
2015;Western Australia;Catholic;Secondary;24;17.5;7.4;14.5
2015;Western Australia;Catholic;Combined;22;10.5;15.8;13.3
2015;Western Australia;Catholic;Special;4;5.2;10.3;2.4
2015;Western Australia;Catholic;All;165;15.2;9.5;100.0
2015;Western Australia;Independent;Primary;37;5.6;17.2;26.2
2015;Western Australia;Independent;Secondary;7;5.1;13.2;5.0
2015;Western Australia;Independent;Combined;88;42.1;12.9;62.4
2015;Western Australia;Independent;Special;9;11.7;11.3;6.4
2015;Western Australia;Independent;All;141;13.0;13.7;100.0
2015;Western Australia;All;Primary;661;100.0;10.6;61.0
2015;Western Australia;All;Secondary;137;100.0;9.7;12.6
2015;Western Australia;All;Combined;209;100.0;15.8;19.3
2015;Western Australia;All;Special;77;100.0;17.2;7.1
2015;Western Australia;All;All;1,084;100.0;11.5;100.0
2015;Tasmania;Government;Primary;126;81.8;2.6;66.0
2015;Tasmania;Government;Secondary;36;87.8;3.5;18.8
2015;Tasmania;Government;Combined;25;45.5;5.0;13.1
2015;Tasmania;Government;Special;4;80.0;1.2;2.1
2015;Tasmania;Government;All;191;74.9;2.9;100.0
2015;Tasmania;Catholic;Primary;24;15.6;1.9;64.9
2015;Tasmania;Catholic;Secondary;5;12.2;1.5;13.5
2015;Tasmania;Catholic;Combined;8;14.5;5.8;21.6
2015;Tasmania;Catholic;All;37;14.5;2.1;100.0
2015;Tasmania;Independent;Primary;4;2.6;1.9;14.8
2015;Tasmania;Independent;Combined;22;40.0;3.2;81.5
2015;Tasmania;Independent;Special;1;20.0;1.3;3.7
2015;Tasmania;Independent;All;27;10.6;2.6;100.0
2015;Tasmania;All;Primary;154;100.0;2.5;60.4
2015;Tasmania;All;Secondary;41;100.0;2.9;16.1
2015;Tasmania;All;Combined;55;100.0;4.2;21.6
2015;Tasmania;All;Special;5;100.0;1.1;2.0
2015;Tasmania;All;All;255;100.0;2.7;100.0
2015;Northern Territory;Government;Primary;71;87.7;1.5;47.0
2015;Northern Territory;Government;Secondary;14;63.6;1.4;9.3
2015;Northern Territory;Government;Combined;62;77.5;12.3;41.1
2015;Northern Territory;Government;Special;4;80.0;1.2;2.6
2015;Northern Territory;Government;All;151;80.3;2.3;100.0
2015;Northern Territory;Catholic;Primary;7;8.6;0.6;41.2
2015;Northern Territory;Catholic;Secondary;4;18.2;1.2;23.5
2015;Northern Territory;Catholic;Combined;5;6.3;3.6;29.4
2015;Northern Territory;Catholic;Special;1;20.0;2.6;5.9
2015;Northern Territory;Catholic;All;17;9.0;1.0;100.0
2015;Northern Territory;Independent;Primary;3;3.7;1.4;15.0
2015;Northern Territory;Independent;Secondary;4;18.2;7.5;20.0
2015;Northern Territory;Independent;Combined;13;16.3;1.9;65.0
2015;Northern Territory;Independent;All;20;10.6;1.9;100.0
2015;Northern Territory;All;Primary;81;100.0;1.3;43.1
2015;Northern Territory;All;Secondary;22;100.0;1.6;11.7
2015;Northern Territory;All;Combined;80;100.0;6.0;42.6
2015;Northern Territory;All;Special;5;100.0;1.1;2.7
2015;Northern Territory;All;All;188;100.0;2.0;100.0
2015;Australian Capital Territory;Government;Primary;55;68.8;1.2;64.0
2015;Australian Capital Territory;Government;Secondary;19;79.2;1.8;22.1
2015;Australian Capital Territory;Government;Combined;8;36.4;1.6;9.3
2015;Australian Capital Territory;Government;Special;4;80.0;1.2;4.7
2015;Australian Capital Territory;Government;All;86;65.6;1.3;100.0
2015;Australian Capital Territory;Catholic;Primary;22;27.5;1.8;73.3
2015;Australian Capital Territory;Catholic;Secondary;5;20.8;1.5;16.7
2015;Australian Capital Territory;Catholic;Combined;3;13.6;2.2;10.0
2015;Australian Capital Territory;Catholic;All;30;22.9;1.7;100.0
2015;Australian Capital Territory;Independent;Primary;3;3.8;1.4;20.0
2015;Australian Capital Territory;Independent;Combined;11;50.0;1.6;73.3
2015;Australian Capital Territory;Independent;Special;1;20.0;1.3;6.7
2015;Australian Capital Territory;Independent;All;15;11.5;1.5;100.0
2015;Australian Capital Territory;All;Primary;80;100.0;1.3;61.1
2015;Australian Capital Territory;All;Secondary;24;100.0;1.7;18.3
2015;Australian Capital Territory;All;Combined;22;100.0;1.7;16.8
2015;Australian Capital Territory;All;Special;5;100.0;1.1;3.8
2015;Australian Capital Territory;All;All;131;100.0;1.4;100.0
2015;Australia;Government;Primary;4,774;76.7;100.0;71.9
2015;Australia;Government;Secondary;1,032;73.2;100.0;15.5
2015;Australia;Government;Combined;504;38.1;100.0;7.6
2015;Australia;Government;Special;329;73.4;100.0;5.0
2015;Australia;Government;All;6,639;70.6;100.0;100.0
2015;Australia;Catholic;Primary;1,235;19.8;100.0;71.1
2015;Australia;Catholic;Secondary;324;23.0;100.0;18.7
2015;Australia;Catholic;Combined;139;10.5;100.0;8.0
2015;Australia;Catholic;Special;39;8.7;100.0;2.2
2015;Australia;Catholic;All;1,737;18.5;100.0;100.0
2015;Australia;Independent;Primary;215;3.5;100.0;20.9
2015;Australia;Independent;Secondary;53;3.8;100.0;5.2
2015;Australia;Independent;Combined;680;51.4;100.0;66.1
2015;Australia;Independent;Special;80;17.9;100.0;7.8
2015;Australia;Independent;All;1,028;10.9;100.0;100.0
2015;Australia;All;Primary;6,224;100.0;100.0;66.2
2015;Australia;All;Secondary;1,409;100.0;100.0;15.0
2015;Australia;All;Combined;1,323;100.0;100.0;14.1
2015;Australia;All;Special;448;100.0;100.0;4.8
2015;Australia;All;All;9,404;100.0;100.0;100.0
2014;New South Wales;Government;Primary;1,619;76.7;33.7;74.8
2014;New South Wales;Government;Secondary;370;72.0;36.2;17.1
2014;New South Wales;Government;Combined;65;21.5;13.0;3.0
2014;New South Wales;Government;Special;111;70.7;33.6;5.1
2014;New South Wales;Government;All;2,165;70.2;32.6;100.0
2014;New South Wales;Catholic;Primary;417;19.8;33.9;71.0
2014;New South Wales;Catholic;Secondary;130;25.3;42.8;22.1
2014;New South Wales;Catholic;Combined;31;10.3;19.9;5.3
2014;New South Wales;Catholic;Special;9;5.7;27.3;1.5
2014;New South Wales;Catholic;All;587;19.0;34.1;100.0
2014;New South Wales;Independent;Primary;74;3.5;33.3;22.4
2014;New South Wales;Independent;Secondary;14;2.7;26.4;4.2
2014;New South Wales;Independent;Combined;206;68.2;30.8;62.2
2014;New South Wales;Independent;Special;37;23.6;51.4;11.2
2014;New South Wales;Independent;All;331;10.7;32.6;100.0
2014;New South Wales;All;Primary;2,110;100.0;33.8;68.4
2014;New South Wales;All;Secondary;514;100.0;37.3;16.7
2014;New South Wales;All;Combined;302;100.0;22.8;9.8
2014;New South Wales;All;Special;157;100.0;36.1;5.1
2014;New South Wales;All;All;3,083;100.0;32.8;100.0
2014;Victoria;Government;Primary;1,127;72.8;23.5;74.0
2014;Victoria;Government;Secondary;238;71.0;23.3;15.6
2014;Victoria;Government;Combined;80;34.2;16.0;5.2
2014;Victoria;Government;Special;79;79.8;23.9;5.2
2014;Victoria;Government;All;1,524;68.7;22.9;100.0
2014;Victoria;Catholic;Primary;383;24.7;31.2;78.3
2014;Victoria;Catholic;Secondary;85;25.4;28.0;17.4
2014;Victoria;Catholic;Combined;14;6.0;9.0;2.9
2014;Victoria;Catholic;Special;7;7.1;21.2;1.4
2014;Victoria;Catholic;All;489;22.1;28.4;100.0
2014;Victoria;Independent;Primary;39;2.5;17.6;19.1
2014;Victoria;Independent;Secondary;12;3.6;22.6;5.9
2014;Victoria;Independent;Combined;140;59.8;20.9;68.6
2014;Victoria;Independent;Special;13;13.1;18.1;6.4
2014;Victoria;Independent;All;204;9.2;20.1;100.0
2014;Victoria;All;Primary;1,549;100.0;24.8;69.9
2014;Victoria;All;Secondary;335;100.0;24.3;15.1
2014;Victoria;All;Combined;234;100.0;17.7;10.6
2014;Victoria;All;Special;99;100.0;22.8;4.5
2014;Victoria;All;All;2,217;100.0;23.6;100.0
2014;Queensland;Government;Primary;915;80.3;19.1;74.3
2014;Queensland;Government;Secondary;182;71.7;17.8;14.8
2014;Queensland;Government;Combined;89;35.2;17.8;7.2
2014;Queensland;Government;Special;46;67.6;13.9;3.7
2014;Queensland;Government;All;1,232;71.8;18.5;100.0
2014;Queensland;Catholic;Primary;196;17.2;15.9;66.0
2014;Queensland;Catholic;Secondary;61;24.0;20.1;20.5
2014;Queensland;Catholic;Combined;29;11.5;18.6;9.8
2014;Queensland;Catholic;Special;11;16.2;33.3;3.7
2014;Queensland;Catholic;All;297;17.3;17.2;100.0
2014;Queensland;Independent;Primary;29;2.5;13.1;15.6
2014;Queensland;Independent;Secondary;11;4.3;20.8;5.9
2014;Queensland;Independent;Combined;135;53.4;20.2;72.6
2014;Queensland;Independent;Special;11;16.2;15.3;5.9
2014;Queensland;Independent;All;186;10.8;18.3;100.0
2014;Queensland;All;Primary;1,140;100.0;18.2;66.5
2014;Queensland;All;Secondary;254;100.0;18.4;14.8
2014;Queensland;All;Combined;253;100.0;19.1;14.8
2014;Queensland;All;Special;68;100.0;15.6;4.0
2014;Queensland;All;All;1,715;100.0;18.3;100.0
2014;South Australia;Government;Primary;365;78.7;7.6;69.5
2014;South Australia;Government;Secondary;65;78.3;6.4;12.4
2014;South Australia;Government;Combined;77;50.3;15.4;14.7
2014;South Australia;Government;Special;18;85.7;5.5;3.4
2014;South Australia;Government;All;525;72.8;7.9;100.0
2014;South Australia;Catholic;Primary;67;14.4;5.5;65.0
2014;South Australia;Catholic;Secondary;11;13.3;3.6;10.7
2014;South Australia;Catholic;Combined;23;15.0;14.7;22.3
2014;South Australia;Catholic;Special;2;9.5;6.1;1.9
2014;South Australia;Catholic;All;103;14.3;6.0;100.0
2014;South Australia;Independent;Primary;32;6.9;14.4;34.4
2014;South Australia;Independent;Secondary;7;8.4;13.2;7.5
2014;South Australia;Independent;Combined;53;34.6;7.9;57.0
2014;South Australia;Independent;Special;1;4.8;1.4;1.1
2014;South Australia;Independent;All;93;12.9;9.2;100.0
2014;South Australia;All;Primary;464;100.0;7.4;64.4
2014;South Australia;All;Secondary;83;100.0;6.0;11.5
2014;South Australia;All;Combined;153;100.0;11.5;21.2
2014;South Australia;All;Special;21;100.0;4.8;2.9
2014;South Australia;All;All;721;100.0;7.7;100.0
2014;Western Australia;Government;Primary;523;77.7;10.9;67.5
2014;Western Australia;Government;Secondary;98;93.3;9.6;12.6
2014;Western Australia;Government;Combined;90;40.4;18.0;11.6
2014;Western Australia;Government;Special;64;85.3;19.4;8.3
2014;Western Australia;Government;All;775;72.0;11.7;100.0
2014;Western Australia;Catholic;Primary;113;16.8;9.2;69.8
2014;Western Australia;Catholic;Secondary;3;2.9;1.0;1.9
2014;Western Australia;Catholic;Combined;43;19.3;27.6;26.5
2014;Western Australia;Catholic;Special;3;4.0;9.1;1.9
2014;Western Australia;Catholic;All;162;15.1;9.4;100.0
2014;Western Australia;Independent;Primary;37;5.5;16.7;26.6
2014;Western Australia;Independent;Secondary;4;3.8;7.5;2.9
2014;Western Australia;Independent;Combined;90;40.4;13.5;64.7
2014;Western Australia;Independent;Special;8;10.7;11.1;5.8
2014;Western Australia;Independent;All;139;12.9;13.7;100.0
2014;Western Australia;All;Primary;673;100.0;10.8;62.5
2014;Western Australia;All;Secondary;105;100.0;7.6;9.8
2014;Western Australia;All;Combined;223;100.0;16.8;20.7
2014;Western Australia;All;Special;75;100.0;17.2;7.0
2014;Western Australia;All;All;1,076;100.0;11.5;100.0
2014;Tasmania;Government;Primary;127;81.4;2.6;66.1
2014;Tasmania;Government;Secondary;36;87.8;3.5;18.8
2014;Tasmania;Government;Combined;25;45.5;5.0;13.0
2014;Tasmania;Government;Special;4;80.0;1.2;2.1
2014;Tasmania;Government;All;192;74.7;2.9;100.0
2014;Tasmania;Catholic;Primary;24;15.4;2.0;64.9
2014;Tasmania;Catholic;Secondary;5;12.2;1.6;13.5
2014;Tasmania;Catholic;Combined;8;14.5;5.1;21.6
2014;Tasmania;Catholic;All;37;14.4;2.1;100.0
2014;Tasmania;Independent;Primary;5;3.2;2.3;17.9
2014;Tasmania;Independent;Combined;22;40.0;3.3;78.6
2014;Tasmania;Independent;Special;1;20.0;1.4;3.6
2014;Tasmania;Independent;All;28;10.9;2.8;100.0
2014;Tasmania;All;Primary;156;100.0;2.5;60.7
2014;Tasmania;All;Secondary;41;100.0;3.0;16.0
2014;Tasmania;All;Combined;55;100.0;4.2;21.4
2014;Tasmania;All;Special;5;100.0;1.1;1.9
2014;Tasmania;All;All;257;100.0;2.7;100.0
2014;Northern Territory;Government;Primary;68;86.1;1.4;44.7
2014;Northern Territory;Government;Secondary;14;60.9;1.4;9.2
2014;Northern Territory;Government;Combined;66;79.5;13.2;43.4
2014;Northern Territory;Government;Special;4;80.0;1.2;2.6
2014;Northern Territory;Government;All;152;80.0;2.3;100.0
2014;Northern Territory;Catholic;Primary;7;8.9;0.6;41.2
2014;Northern Territory;Catholic;Secondary;4;17.4;1.3;23.5
2014;Northern Territory;Catholic;Combined;5;6.0;3.2;29.4
2014;Northern Territory;Catholic;Special;1;20.0;3.0;5.9
2014;Northern Territory;Catholic;All;17;8.9;1.0;100.0
2014;Northern Territory;Independent;Primary;4;5.1;1.8;19.0
2014;Northern Territory;Independent;Secondary;5;21.7;9.4;23.8
2014;Northern Territory;Independent;Combined;12;14.5;1.8;57.1
2014;Northern Territory;Independent;All;21;11.1;2.1;100.0
