Calendar year;State/territory;School sector;School type;School count;Proportion of sector;Proportion of state;Proportion of school type
2025;New South Wales;Government;Primary;1,603;76.8;33.4;74.3
2025;New South Wales;Government;Secondary;376;72.9;34.8;17.4
2025;New South Wales;Government;Combined;65;18.7;12.8;3.0
2025;New South Wales;Government;Special;114;60.6;33.2;5.3
2025;New South Wales;Government;All;2,158;68.7;32.0;100.0
2025;New South Wales;Catholic;Primary;419;20.1;34.0;70.2
2025;New South Wales;Catholic;Secondary;127;24.6;40.7;21.3
2025;New South Wales;Catholic;Combined;36;10.4;21.6;6.0
2025;New South Wales;Catholic;Special;15;8.0;31.3;2.5
2025;New South Wales;Catholic;All;597;19.0;34.0;100.0
2025;New South Wales;Independent;Primary;66;3.2;33.7;17.2
2025;New South Wales;Independent;Secondary;13;2.5;19.1;3.4
2025;New South Wales;Independent;Combined;246;70.9;32.1;64.1
2025;New South Wales;Independent;Special;59;31.4;39.9;15.4
2025;New South Wales;Independent;All;384;12.2;32.6;100.0
2025;New South Wales;All;Primary;2,088;100.0;33.5;66.5
2025;New South Wales;All;Secondary;516;100.0;35.3;16.4
2025;New South Wales;All;Combined;347;100.0;24.1;11.1
2025;New South Wales;All;Special;188;100.0;34.9;6.0
2025;New South Wales;All;All;3,139;100.0;32.5;100.0
2025;Victoria;Government;Primary;1,145;73.1;23.8;72.8
2025;Victoria;Government;Secondary;257;73.2;23.8;16.3
2025;Victoria;Government;Combined;87;34.3;17.1;5.5
2025;Victoria;Government;Special;84;67.7;24.5;5.3
2025;Victoria;Government;All;1,573;68.5;23.3;100.0
2025;Victoria;Catholic;Primary;389;24.8;31.6;78.7
2025;Victoria;Catholic;Secondary;83;23.6;26.6;16.8
2025;Victoria;Catholic;Combined;15;5.9;9.0;3.0
2025;Victoria;Catholic;Special;7;5.6;14.6;1.4
2025;Victoria;Catholic;All;494;21.5;28.1;100.0
2025;Victoria;Independent;Primary;32;2.0;16.3;14.0
2025;Victoria;Independent;Secondary;11;3.1;16.2;4.8
2025;Victoria;Independent;Combined;152;59.8;19.8;66.7
2025;Victoria;Independent;Special;33;26.6;22.3;14.5
2025;Victoria;Independent;All;228;9.9;19.4;100.0
2025;Victoria;All;Primary;1,566;100.0;25.1;68.2
2025;Victoria;All;Secondary;351;100.0;24.0;15.3
2025;Victoria;All;Combined;254;100.0;17.6;11.1
2025;Victoria;All;Special;124;100.0;23.0;5.4
2025;Victoria;All;All;2,295;100.0;23.7;100.0
2025;Queensland;Government;Primary;917;80.2;19.1;73.2
2025;Queensland;Government;Secondary;194;71.1;18.0;15.5
2025;Queensland;Government;Combined;92;31.8;18.1;7.3
2025;Queensland;Government;Special;49;50.0;14.3;3.9
2025;Queensland;Government;All;1,252;69.4;18.6;100.0
2025;Queensland;Catholic;Primary;197;17.2;16.0;62.7
2025;Queensland;Catholic;Secondary;57;20.9;18.3;18.2
2025;Queensland;Catholic;Combined;46;15.9;27.5;14.6
2025;Queensland;Catholic;Special;14;14.3;29.2;4.5
2025;Queensland;Catholic;All;314;17.4;17.9;100.0
2025;Queensland;Independent;Primary;29;2.5;14.8;12.2
2025;Queensland;Independent;Secondary;22;8.1;32.4;9.3
2025;Queensland;Independent;Combined;151;52.2;19.7;63.7
2025;Queensland;Independent;Special;35;35.7;23.6;14.8
2025;Queensland;Independent;All;237;13.1;20.1;100.0
2025;Queensland;All;Primary;1,143;100.0;18.3;63.4
2025;Queensland;All;Secondary;273;100.0;18.7;15.1
2025;Queensland;All;Combined;289;100.0;20.1;16.0
2025;Queensland;All;Special;98;100.0;18.2;5.4
2025;Queensland;All;All;1,803;100.0;18.6;100.0
2025;South Australia;Government;Primary;348;79.6;7.2;68.5
2025;South Australia;Government;Secondary;68;80.0;6.3;13.4
2025;South Australia;Government;Combined;74;45.1;14.6;14.6
2025;South Australia;Government;Special;18;64.3;5.2;3.5
2025;South Australia;Government;All;508;71.1;7.5;100.0
2025;South Australia;Catholic;Primary;60;13.7;4.9;59.4
2025;South Australia;Catholic;Secondary;9;10.6;2.9;8.9
2025;South Australia;Catholic;Combined;27;16.5;16.2;26.7
2025;South Australia;Catholic;Special;5;17.9;10.4;5.0
2025;South Australia;Catholic;All;101;14.1;5.7;100.0
2025;South Australia;Independent;Primary;29;6.6;14.8;27.6
2025;South Australia;Independent;Secondary;8;9.4;11.8;7.6
2025;South Australia;Independent;Combined;63;38.4;8.2;60.0
2025;South Australia;Independent;Special;5;17.9;3.4;4.8
2025;South Australia;Independent;All;105;14.7;8.9;100.0
2025;South Australia;All;Primary;437;100.0;7.0;61.2
2025;South Australia;All;Secondary;85;100.0;5.8;11.9
2025;South Australia;All;Combined;164;100.0;11.4;23.0
2025;South Australia;All;Special;28;100.0;5.2;3.9
2025;South Australia;All;All;714;100.0;7.4;100.0
2025;Western Australia;Government;Primary;550;79.9;11.4;67.7
2025;Western Australia;Government;Secondary;113;79.0;10.5;13.9
2025;Western Australia;Government;Combined;85;39.9;16.7;10.5
2025;Western Australia;Government;Special;65;79.3;19.0;8.0
2025;Western Australia;Government;All;813;72.2;12.1;100.0
2025;Western Australia;Catholic;Primary;110;16.0;8.9;67.1
2025;Western Australia;Catholic;Secondary;21;14.7;6.7;12.8
2025;Western Australia;Catholic;Combined;28;13.1;16.8;17.1
2025;Western Australia;Catholic;Special;5;6.1;10.4;3.0
2025;Western Australia;Catholic;All;164;14.6;9.3;100.0
2025;Western Australia;Independent;Primary;28;4.1;14.3;18.8
2025;Western Australia;Independent;Secondary;9;6.3;13.2;6.0
2025;Western Australia;Independent;Combined;100;46.9;13.1;67.1
2025;Western Australia;Independent;Special;12;14.6;8.1;8.1
2025;Western Australia;Independent;All;149;13.2;12.6;100.0
2025;Western Australia;All;Primary;688;100.0;11.0;61.1
2025;Western Australia;All;Secondary;143;100.0;9.8;12.7
2025;Western Australia;All;Combined;213;100.0;14.8;18.9
2025;Western Australia;All;Special;82;100.0;15.2;7.3
2025;Western Australia;All;All;1,126;100.0;11.6;100.0
2025;Tasmania;Government;Primary;125;81.2;2.6;65.4
2025;Tasmania;Government;Secondary;37;88.1;3.4;19.4
2025;Tasmania;Government;Combined;25;42.4;4.9;13.1
2025;Tasmania;Government;Special;4;50.0;1.2;2.1
2025;Tasmania;Government;All;191;72.6;2.8;100.0
2025;Tasmania;Catholic;Primary;24;15.6;1.9;63.2
2025;Tasmania;Catholic;Secondary;5;11.9;1.6;13.2
2025;Tasmania;Catholic;Combined;8;13.6;4.8;21.1
2025;Tasmania;Catholic;Special;1;12.5;2.1;2.6
2025;Tasmania;Catholic;All;38;14.4;2.2;100.0
2025;Tasmania;Independent;Primary;5;3.2;2.6;14.7
2025;Tasmania;Independent;Combined;26;44.1;3.4;76.5
2025;Tasmania;Independent;Special;3;37.5;2.0;8.8
2025;Tasmania;Independent;All;34;12.9;2.9;100.0
2025;Tasmania;All;Primary;154;100.0;2.5;58.6
2025;Tasmania;All;Secondary;42;100.0;2.9;16.0
2025;Tasmania;All;Combined;59;100.0;4.1;22.4
2025;Tasmania;All;Special;8;100.0;1.5;3.0
2025;Tasmania;All;All;263;100.0;2.7;100.0
2025;Northern Territory;Government;Primary;60;82.2;1.2;40.0
2025;Northern Territory;Government;Secondary;14;60.9;1.3;9.3
2025;Northern Territory;Government;Combined;71;77.2;14.0;47.3
2025;Northern Territory;Government;Special;5;83.3;1.5;3.3
2025;Northern Territory;Government;All;150;77.3;2.2;100.0
2025;Northern Territory;Catholic;Primary;8;11.0;0.6;44.4
2025;Northern Territory;Catholic;Secondary;4;17.4;1.3;22.2
2025;Northern Territory;Catholic;Combined;5;5.4;3.0;27.8
2025;Northern Territory;Catholic;Special;1;16.7;2.1;5.6
2025;Northern Territory;Catholic;All;18;9.3;1.0;100.0
2025;Northern Territory;Independent;Primary;5;6.8;2.6;19.2
2025;Northern Territory;Independent;Secondary;5;21.7;7.4;19.2
2025;Northern Territory;Independent;Combined;16;17.4;2.1;61.5
2025;Northern Territory;Independent;All;26;13.4;2.2;100.0
2025;Northern Territory;All;Primary;73;100.0;1.2;37.6
2025;Northern Territory;All;Secondary;23;100.0;1.6;11.9
2025;Northern Territory;All;Combined;92;100.0;6.4;47.4
2025;Northern Territory;All;Special;6;100.0;1.1;3.1
2025;Northern Territory;All;All;194;100.0;2.0;100.0
2025;Australian Capital Territory;Government;Primary;58;69.0;1.2;63.0
2025;Australian Capital Territory;Government;Secondary;21;77.8;1.9;22.8
2025;Australian Capital Territory;Government;Combined;9;39.1;1.8;9.8
2025;Australian Capital Territory;Government;Special;4;80.0;1.2;4.3
2025;Australian Capital Territory;Government;All;92;66.2;1.4;100.0
2025;Australian Capital Territory;Catholic;Primary;24;28.6;1.9;75.0
2025;Australian Capital Territory;Catholic;Secondary;6;22.2;1.9;18.8
2025;Australian Capital Territory;Catholic;Combined;2;8.7;1.2;6.3
2025;Australian Capital Territory;Catholic;All;32;23.0;1.8;100.0
2025;Australian Capital Territory;Independent;Primary;2;2.4;1.0;13.3
2025;Australian Capital Territory;Independent;Combined;12;52.2;1.6;80.0
2025;Australian Capital Territory;Independent;Special;1;20.0;0.7;6.7
2025;Australian Capital Territory;Independent;All;15;10.8;1.3;100.0
2025;Australian Capital Territory;All;Primary;84;100.0;1.3;60.4
2025;Australian Capital Territory;All;Secondary;27;100.0;1.8;19.4
2025;Australian Capital Territory;All;Combined;23;100.0;1.6;16.5
2025;Australian Capital Territory;All;Special;5;100.0;0.9;3.6
2025;Australian Capital Territory;All;All;139;100.0;1.4;100.0
2025;Australia;Government;Primary;4,806;77.1;100.0;71.3
2025;Australia;Government;Secondary;1,080;74.0;100.0;16.0
2025;Australia;Government;Combined;508;35.3;100.0;7.5
2025;Australia;Government;Special;343;63.6;100.0;5.1
2025;Australia;Government;All;6,737;69.6;100.0;100.0
2025;Australia;Catholic;Primary;1,231;19.7;100.0;70.0
2025;Australia;Catholic;Secondary;312;21.4;100.0;17.7
2025;Australia;Catholic;Combined;167;11.6;100.0;9.5
2025;Australia;Catholic;Special;48;8.9;100.0;2.7
2025;Australia;Catholic;All;1,758;18.2;100.0;100.0
2025;Australia;Independent;Primary;196;3.1;100.0;16.6
2025;Australia;Independent;Secondary;68;4.7;100.0;5.8
2025;Australia;Independent;Combined;766;53.2;100.0;65.0
2025;Australia;Independent;Special;148;27.5;100.0;12.6
2025;Australia;Independent;All;1,178;12.2;100.0;100.0
2025;Australia;All;Primary;6,233;100.0;100.0;64.4
2025;Australia;All;Secondary;1,460;100.0;100.0;15.1
2025;Australia;All;Combined;1,441;100.0;100.0;14.9
2025;Australia;All;Special;539;100.0;100.0;5.6
2025;Australia;All;All;9,673;100.0;100.0;100.0
2024;New South Wales;Government;Primary;1,604;76.7;33.4;74.4
2024;New South Wales;Government;Secondary;373;72.7;34.7;17.3
2024;New South Wales;Government;Combined;65;19.0;12.8;3.0
2024;New South Wales;Government;Special;114;61.3;33.2;5.3
2024;New South Wales;Government;All;2,156;68.8;32.0;100.0
2024;New South Wales;Catholic;Primary;419;20.0;34.0;70.2
2024;New South Wales;Catholic;Secondary;127;24.8;39.9;21.3
2024;New South Wales;Catholic;Combined;36;10.5;22.2;6.0
2024;New South Wales;Catholic;Special;15;8.1;31.3;2.5
2024;New South Wales;Catholic;All;597;19.1;33.9;100.0
2024;New South Wales;Independent;Primary;68;3.3;34.2;17.9
2024;New South Wales;Independent;Secondary;13;2.5;20.0;3.4
2024;New South Wales;Independent;Combined;241;70.5;31.6;63.6
2024;New South Wales;Independent;Special;57;30.6;40.7;15.0
2024;New South Wales;Independent;All;379;12.1;32.5;100.0
2024;New South Wales;All;Primary;2,091;100.0;33.5;66.8
2024;New South Wales;All;Secondary;513;100.0;35.2;16.4
2024;New South Wales;All;Combined;342;100.0;23.9;10.9
2024;New South Wales;All;Special;186;100.0;35.0;5.9
2024;New South Wales;All;All;3,132;100.0;32.4;100.0
2024;Victoria;Government;Primary;1,142;72.9;23.8;72.8
2024;Victoria;Government;Secondary;255;73.1;23.7;16.3
2024;Victoria;Government;Combined;87;34.1;17.2;5.5
2024;Victoria;Government;Special;84;69.4;24.5;5.4
2024;Victoria;Government;All;1,568;68.4;23.3;100.0
2024;Victoria;Catholic;Primary;391;25.0;31.8;78.8
2024;Victoria;Catholic;Secondary;84;24.1;26.4;16.9
2024;Victoria;Catholic;Combined;14;5.5;8.6;2.8
2024;Victoria;Catholic;Special;7;5.8;14.6;1.4
2024;Victoria;Catholic;All;496;21.6;28.2;100.0
2024;Victoria;Independent;Primary;34;2.2;17.1;14.9
2024;Victoria;Independent;Secondary;10;2.9;15.4;4.4
2024;Victoria;Independent;Combined;154;60.4;20.2;67.5
2024;Victoria;Independent;Special;30;24.8;21.4;13.2
2024;Victoria;Independent;All;228;9.9;19.5;100.0
2024;Victoria;All;Primary;1,567;100.0;25.1;68.4
2024;Victoria;All;Secondary;349;100.0;24.0;15.2
2024;Victoria;All;Combined;255;100.0;17.8;11.1
2024;Victoria;All;Special;121;100.0;22.8;5.3
2024;Victoria;All;All;2,292;100.0;23.7;100.0
2024;Queensland;Government;Primary;918;80.1;19.1;73.3
2024;Queensland;Government;Secondary;193;69.9;18.0;15.4
2024;Queensland;Government;Combined;92;32.7;18.2;7.3
2024;Queensland;Government;Special;49;51.6;14.3;3.9
2024;Queensland;Government;All;1,252;69.6;18.6;100.0
2024;Queensland;Catholic;Primary;197;17.2;16.0;62.9
2024;Queensland;Catholic;Secondary;61;22.1;19.2;19.5
2024;Queensland;Catholic;Combined;41;14.6;25.3;13.1
2024;Queensland;Catholic;Special;14;14.7;29.2;4.5
2024;Queensland;Catholic;All;313;17.4;17.8;100.0
2024;Queensland;Independent;Primary;31;2.7;15.6;13.3
2024;Queensland;Independent;Secondary;22;8.0;33.8;9.4
2024;Queensland;Independent;Combined;148;52.7;19.4;63.5
2024;Queensland;Independent;Special;32;33.7;22.9;13.7
2024;Queensland;Independent;All;233;13.0;20.0;100.0
2024;Queensland;All;Primary;1,146;100.0;18.4;63.7
2024;Queensland;All;Secondary;276;100.0;18.9;15.4
2024;Queensland;All;Combined;281;100.0;19.6;15.6
2024;Queensland;All;Special;95;100.0;17.9;5.3
2024;Queensland;All;All;1,798;100.0;18.6;100.0
2024;South Australia;Government;Primary;348;79.8;7.2;68.5
2024;South Australia;Government;Secondary;68;80.0;6.3;13.4
2024;South Australia;Government;Combined;74;44.8;14.6;14.6
2024;South Australia;Government;Special;18;64.3;5.2;3.5
2024;South Australia;Government;All;508;71.1;7.6;100.0
2024;South Australia;Catholic;Primary;59;13.5;4.8;58.4
2024;South Australia;Catholic;Secondary;9;10.6;2.8;8.9
2024;South Australia;Catholic;Combined;28;17.0;17.3;27.7
2024;South Australia;Catholic;Special;5;17.9;10.4;5.0
2024;South Australia;Catholic;All;101;14.1;5.7;100.0
2024;South Australia;Independent;Primary;29;6.7;14.6;27.6
2024;South Australia;Independent;Secondary;8;9.4;12.3;7.6
2024;South Australia;Independent;Combined;63;38.2;8.3;60.0
2024;South Australia;Independent;Special;5;17.9;3.6;4.8
2024;South Australia;Independent;All;105;14.7;9.0;100.0
2024;South Australia;All;Primary;436;100.0;7.0;61.1
2024;South Australia;All;Secondary;85;100.0;5.8;11.9
2024;South Australia;All;Combined;165;100.0;11.5;23.1
2024;South Australia;All;Special;28;100.0;5.3;3.9
2024;South Australia;All;All;714;100.0;7.4;100.0
2024;Western Australia;Government;Primary;549;80.0;11.4;67.5
2024;Western Australia;Government;Secondary;113;79.0;10.5;13.9
2024;Western Australia;Government;Combined;86;40.2;17.0;10.6
2024;Western Australia;Government;Special;65;79.3;19.0;8.0
2024;Western Australia;Government;All;813;72.3;12.1;100.0
2024;Western Australia;Catholic;Primary;109;15.9;8.9;66.5
2024;Western Australia;Catholic;Secondary;22;15.4;6.9;13.4
2024;Western Australia;Catholic;Combined;28;13.1;17.3;17.1
2024;Western Australia;Catholic;Special;5;6.1;10.4;3.0
2024;Western Australia;Catholic;All;164;14.6;9.3;100.0
2024;Western Australia;Independent;Primary;28;4.1;14.1;18.9
2024;Western Australia;Independent;Secondary;8;5.6;12.3;5.4
2024;Western Australia;Independent;Combined;100;46.7;13.1;67.6
2024;Western Australia;Independent;Special;12;14.6;8.6;8.1
2024;Western Australia;Independent;All;148;13.2;12.7;100.0
2024;Western Australia;All;Primary;686;100.0;11.0;61.0
2024;Western Australia;All;Secondary;143;100.0;9.8;12.7
2024;Western Australia;All;Combined;214;100.0;15.0;19.0
2024;Western Australia;All;Special;82;100.0;15.4;7.3
2024;Western Australia;All;All;1,125;100.0;11.7;100.0
2024;Tasmania;Government;Primary;124;81.0;2.6;65.6
2024;Tasmania;Government;Secondary;36;87.8;3.4;19.0
2024;Tasmania;Government;Combined;25;42.4;4.9;13.2
2024;Tasmania;Government;Special;4;50.0;1.2;2.1
2024;Tasmania;Government;All;189;72.4;2.8;100.0
2024;Tasmania;Catholic;Primary;24;15.7;1.9;63.2
2024;Tasmania;Catholic;Secondary;5;12.2;1.6;13.2
2024;Tasmania;Catholic;Combined;8;13.6;4.9;21.1
2024;Tasmania;Catholic;Special;1;12.5;2.1;2.6
2024;Tasmania;Catholic;All;38;14.6;2.2;100.0
2024;Tasmania;Independent;Primary;5;3.3;2.5;14.7
2024;Tasmania;Independent;Combined;26;44.1;3.4;76.5
2024;Tasmania;Independent;Special;3;37.5;2.1;8.8
2024;Tasmania;Independent;All;34;13.0;2.9;100.0
2024;Tasmania;All;Primary;153;100.0;2.5;58.6
2024;Tasmania;All;Secondary;41;100.0;2.8;15.7
2024;Tasmania;All;Combined;59;100.0;4.1;22.6
2024;Tasmania;All;Special;8;100.0;1.5;3.1
2024;Tasmania;All;All;261;100.0;2.7;100.0
2024;Northern Territory;Government;Primary;61;85.9;1.3;40.7
2024;Northern Territory;Government;Secondary;16;66.7;1.5;10.7
2024;Northern Territory;Government;Combined;68;73.9;13.4;45.3
2024;Northern Territory;Government;Special;5;83.3;1.5;3.3
2024;Northern Territory;Government;All;150;77.7;2.2;100.0
2024;Northern Territory;Catholic;Primary;8;11.3;0.6;44.4
2024;Northern Territory;Catholic;Secondary;4;16.7;1.3;22.2
2024;Northern Territory;Catholic;Combined;5;5.4;3.1;27.8
2024;Northern Territory;Catholic;Special;1;16.7;2.1;5.6
2024;Northern Territory;Catholic;All;18;9.3;1.0;100.0
2024;Northern Territory;Independent;Primary;2;2.8;1.0;8.0
2024;Northern Territory;Independent;Secondary;4;16.7;6.2;16.0
2024;Northern Territory;Independent;Combined;19;20.7;2.5;76.0
2024;Northern Territory;Independent;All;25;13.0;2.1;100.0
2024;Northern Territory;All;Primary;71;100.0;1.1;36.8
2024;Northern Territory;All;Secondary;24;100.0;1.6;12.4
2024;Northern Territory;All;Combined;92;100.0;6.4;47.7
2024;Northern Territory;All;Special;6;100.0;1.1;3.1
2024;Northern Territory;All;All;193;100.0;2.0;100.0
2024;Australian Capital Territory;Government;Primary;58;69.0;1.2;63.7
2024;Australian Capital Territory;Government;Secondary;20;76.9;1.9;22.0
2024;Australian Capital Territory;Government;Combined;9;39.1;1.8;9.9
2024;Australian Capital Territory;Government;Special;4;80.0;1.2;4.4
2024;Australian Capital Territory;Government;All;91;65.9;1.4;100.0
2024;Australian Capital Territory;Catholic;Primary;24;28.6;1.9;75.0
2024;Australian Capital Territory;Catholic;Secondary;6;23.1;1.9;18.8
2024;Australian Capital Territory;Catholic;Combined;2;8.7;1.2;6.3
2024;Australian Capital Territory;Catholic;All;32;23.2;1.8;100.0
2024;Australian Capital Territory;Independent;Primary;2;2.4;1.0;13.3
2024;Australian Capital Territory;Independent;Combined;12;52.2;1.6;80.0
2024;Australian Capital Territory;Independent;Special;1;20.0;0.7;6.7
2024;Australian Capital Territory;Independent;All;15;10.9;1.3;100.0
2024;Australian Capital Territory;All;Primary;84;100.0;1.3;60.9
2024;Australian Capital Territory;All;Secondary;26;100.0;1.8;18.8
2024;Australian Capital Territory;All;Combined;23;100.0;1.6;16.7
2024;Australian Capital Territory;All;Special;5;100.0;0.9;3.6
2024;Australian Capital Territory;All;All;138;100.0;1.4;100.0
2024;Australia;Government;Primary;4,804;77.1;100.0;71.4
2024;Australia;Government;Secondary;1,074;73.7;100.0;16.0
2024;Australia;Government;Combined;506;35.4;100.0;7.5
2024;Australia;Government;Special;343;64.6;100.0;5.1
2024;Australia;Government;All;6,727;69.7;100.0;100.0
2024;Australia;Catholic;Primary;1,231;19.7;100.0;70.0
2024;Australia;Catholic;Secondary;318;21.8;100.0;18.1
2024;Australia;Catholic;Combined;162;11.3;100.0;9.2
2024;Australia;Catholic;Special;48;9.0;100.0;2.7
2024;Australia;Catholic;All;1,759;18.2;100.0;100.0
2024;Australia;Independent;Primary;199;3.2;100.0;17.1
2024;Australia;Independent;Secondary;65;4.5;100.0;5.6
2024;Australia;Independent;Combined;763;53.3;100.0;65.4
2024;Australia;Independent;Special;140;26.4;100.0;12.0
2024;Australia;Independent;All;1,167;12.1;100.0;100.0
2024;Australia;All;Primary;6,234;100.0;100.0;64.6
2024;Australia;All;Secondary;1,457;100.0;100.0;15.1
2024;Australia;All;Combined;1,431;100.0;100.0;14.8
2024;Australia;All;Special;531;100.0;100.0;5.5
2024;Australia;All;All;9,653;100.0;100.0;100.0
2023;New South Wales;Government;Primary;1,604;76.8;33.4;74.5
2023;New South Wales;Government;Secondary;371;72.6;34.8;17.2
2023;New South Wales;Government;Combined;65;19.0;12.9;3.0
2023;New South Wales;Government;Special;114;62.6;33.4;5.3
2023;New South Wales;Government;All;2,154;68.9;32.1;100.0
2023;New South Wales;Catholic;Primary;419;20.1;33.9;70.3
2023;New South Wales;Catholic;Secondary;127;24.9;39.7;21.3
2023;New South Wales;Catholic;Combined;36;10.5;22.5;6.0
2023;New South Wales;Catholic;Special;14;7.7;29.8;2.3
2023;New South Wales;Catholic;All;596;19.1;33.8;100.0
2023;New South Wales;Independent;Primary;66;3.2;33.2;17.6
2023;New South Wales;Independent;Secondary;13;2.5;20.0;3.5
2023;New South Wales;Independent;Combined;242;70.6;32.0;64.5
2023;New South Wales;Independent;Special;54;29.7;40.9;14.4
2023;New South Wales;Independent;All;375;12.0;32.5;100.0
2023;New South Wales;All;Primary;2,089;100.0;33.5;66.8
2023;New South Wales;All;Secondary;511;100.0;35.2;16.4
2023;New South Wales;All;Combined;343;100.0;24.2;11.0
2023;New South Wales;All;Special;182;100.0;35.0;5.8
2023;New South Wales;All;All;3,125;100.0;32.5;100.0
2023;Victoria;Government;Primary;1,140;72.6;23.7;73.1
2023;Victoria;Government;Secondary;252;73.0;23.6;16.2
2023;Victoria;Government;Combined;86;34.3;17.1;5.5
2023;Victoria;Government;Special;82;70.7;24.0;5.3
2023;Victoria;Government;All;1,560;68.3;23.2;100.0
2023;Victoria;Catholic;Primary;396;25.2;32.0;79.0
2023;Victoria;Catholic;Secondary;84;24.3;26.3;16.8
2023;Victoria;Catholic;Combined;14;5.6;8.8;2.8
2023;Victoria;Catholic;Special;7;6.0;14.9;1.4
2023;Victoria;Catholic;All;501;21.9;28.4;100.0
2023;Victoria;Independent;Primary;35;2.2;17.6;15.8
2023;Victoria;Independent;Secondary;9;2.6;13.8;4.1
2023;Victoria;Independent;Combined;151;60.2;19.9;68.0
2023;Victoria;Independent;Special;27;23.3;20.5;12.2
2023;Victoria;Independent;All;222;9.7;19.3;100.0
2023;Victoria;All;Primary;1,571;100.0;25.2;68.8
2023;Victoria;All;Secondary;345;100.0;23.8;15.1
2023;Victoria;All;Combined;251;100.0;17.7;11.0
2023;Victoria;All;Special;116;100.0;22.3;5.1
2023;Victoria;All;All;2,283;100.0;23.7;100.0
2023;Queensland;Government;Primary;916;80.0;19.1;73.3
2023;Queensland;Government;Secondary;193;69.4;18.1;15.4
2023;Queensland;Government;Combined;92;32.7;18.3;7.4
2023;Queensland;Government;Special;49;52.7;14.4;3.9
2023;Queensland;Government;All;1,250;69.6;18.6;100.0
2023;Queensland;Catholic;Primary;197;17.2;15.9;62.9
2023;Queensland;Catholic;Secondary;63;22.7;19.7;20.1
2023;Queensland;Catholic;Combined;39;13.9;24.4;12.5
2023;Queensland;Catholic;Special;14;15.1;29.8;4.5
2023;Queensland;Catholic;All;313;17.4;17.7;100.0
2023;Queensland;Independent;Primary;32;2.8;16.1;13.7
2023;Queensland;Independent;Secondary;22;7.9;33.8;9.4
2023;Queensland;Independent;Combined;150;53.4;19.8;64.1
2023;Queensland;Independent;Special;30;32.3;22.7;12.8
2023;Queensland;Independent;All;234;13.0;20.3;100.0
2023;Queensland;All;Primary;1,145;100.0;18.4;63.7
2023;Queensland;All;Secondary;278;100.0;19.1;15.5
2023;Queensland;All;Combined;281;100.0;19.8;15.6
2023;Queensland;All;Special;93;100.0;17.9;5.2
2023;Queensland;All;All;1,797;100.0;18.7;100.0
2023;South Australia;Government;Primary;348;80.2;7.2;68.5
2023;South Australia;Government;Secondary;68;80.0;6.4;13.4
2023;South Australia;Government;Combined;74;44.8;14.7;14.6
2023;South Australia;Government;Special;18;64.3;5.3;3.5
2023;South Australia;Government;All;508;71.3;7.6;100.0
2023;South Australia;Catholic;Primary;59;13.6;4.8;58.4
2023;South Australia;Catholic;Secondary;9;10.6;2.8;8.9
2023;South Australia;Catholic;Combined;28;17.0;17.5;27.7
2023;South Australia;Catholic;Special;5;17.9;10.6;5.0
2023;South Australia;Catholic;All;101;14.2;5.7;100.0
2023;South Australia;Independent;Primary;27;6.2;13.6;26.2
2023;South Australia;Independent;Secondary;8;9.4;12.3;7.8
2023;South Australia;Independent;Combined;63;38.2;8.3;61.2
2023;South Australia;Independent;Special;5;17.9;3.8;4.9
2023;South Australia;Independent;All;103;14.5;8.9;100.0
2023;South Australia;All;Primary;434;100.0;7.0;61.0
2023;South Australia;All;Secondary;85;100.0;5.9;11.9
2023;South Australia;All;Combined;165;100.0;11.6;23.2
2023;South Australia;All;Special;28;100.0;5.4;3.9
2023;South Australia;All;All;712;100.0;7.4;100.0
2023;Western Australia;Government;Primary;548;79.9;11.4;67.7
2023;Western Australia;Government;Secondary;113;79.0;10.6;14.0
2023;Western Australia;Government;Combined;84;40.2;16.7;10.4
2023;Western Australia;Government;Special;65;79.3;19.1;8.0
2023;Western Australia;Government;All;810;72.3;12.1;100.0
2023;Western Australia;Catholic;Primary;110;16.0;8.9;66.7
2023;Western Australia;Catholic;Secondary;22;15.4;6.9;13.3
2023;Western Australia;Catholic;Combined;28;13.4;17.5;17.0
2023;Western Australia;Catholic;Special;5;6.1;10.6;3.0
2023;Western Australia;Catholic;All;165;14.7;9.4;100.0
2023;Western Australia;Independent;Primary;28;4.1;14.1;19.3
2023;Western Australia;Independent;Secondary;8;5.6;12.3;5.5
2023;Western Australia;Independent;Combined;97;46.4;12.8;66.9
2023;Western Australia;Independent;Special;12;14.6;9.1;8.3
2023;Western Australia;Independent;All;145;12.9;12.6;100.0
2023;Western Australia;All;Primary;686;100.0;11.0;61.3
2023;Western Australia;All;Secondary;143;100.0;9.8;12.8
2023;Western Australia;All;Combined;209;100.0;14.7;18.7
2023;Western Australia;All;Special;82;100.0;15.8;7.3
2023;Western Australia;All;All;1,120;100.0;11.6;100.0
2023;Tasmania;Government;Primary;124;81.0;2.6;65.6
2023;Tasmania;Government;Secondary;36;87.8;3.4;19.0
2023;Tasmania;Government;Combined;25;42.4;5.0;13.2
2023;Tasmania;Government;Special;4;50.0;1.2;2.1
2023;Tasmania;Government;All;189;72.4;2.8;100.0
2023;Tasmania;Catholic;Primary;24;15.7;1.9;63.2
2023;Tasmania;Catholic;Secondary;5;12.2;1.6;13.2
2023;Tasmania;Catholic;Combined;8;13.6;5.0;21.1
2023;Tasmania;Catholic;Special;1;12.5;2.1;2.6
2023;Tasmania;Catholic;All;38;14.6;2.2;100.0
